product_id,product_name,grna_map,description,source_filename,source_doi
4252,para-hydroxybenzoic acid (pHBA),N/A,"Aromatic compound used as a major feedstock for production of liquid crystal polymers, particularly for the poly-condensate VectranTM, which is used in space technology applications.",10.1007_s00449-017-1785-z.pdf,10.1007/s00449-017-1785-z
4255,total reducing sugars (TRS),N/A,"Enzymatic hydrolysis of NMMO-pretreated pinewood and elmwood yields total reducing sugars, which are precursors for ethanol production.",10.1007_s00449-017-1863-2.pdf,10.1007/s00449-017-1863-2
4262,wine yeast biomass,N/A,"Biomass production of non-Saccharomyces wine yeasts (Lachancea thermotolerans, Issatchenkia orientalis, Metschnikowia pulcherrima) and Saccharomyces cerevisiae for use as starter cultures in wine fermentation, influencing organoleptic properties.",10.1007_s00449-021-02634-3.pdf,10.1007/s00449-021-02634-3
4294,iso-butanol,N/A,"Iso-butanol is noted as a potential gasoline additive with superior energy content and lower volatility compared to ethanol, though the study's main focus is on 1-butanol.",10.1007_s10295-013-1296-0.pdf,10.1007/s10295-013-1296-0
4295,β-mannanase (Man1),N/A,"An endo-β-mannanase from Aspergillus aculeatus, expressed in Saccharomyces cerevisiae for hydrolysis of galactomannan.",10.1007_s10295-014-1459-7.pdf,10.1007/s10295-014-1459-7
4296,α-galactosidase (Agal),N/A,"An α-galactosidase from Talaromyces emersonii, expressed in Saccharomyces cerevisiae for removal of galactose side chains from mannan.",10.1007_s10295-014-1459-7.pdf,10.1007/s10295-014-1459-7
4297,β-mannosidase (cMndA),N/A,"A β-mannosidase from Aspergillus niger, expressed in A. niger for hydrolysis of oligomannans to release mannose units.",10.1007_s10295-014-1459-7.pdf,10.1007/s10295-014-1459-7
4298,β-mannosidase (Man5A),N/A,"A synthetic β-mannosidase from Cellvibrio mixtus, codon-optimized for expression in Saccharomyces cerevisiae and expressed in A. niger for hydrolysis of oligomannans.",10.1007_s10295-014-1459-7.pdf,10.1007/s10295-014-1459-7
4320,Short Chain Fatty Acids (SCFAs),N/A,"Includes C10:0, C12:0, and C14:0 fatty acids, produced in engineered yeast strains.",10.1007_s10295-018-2046-0.pdf,10.1007/s10295-018-2046-0
4326,RaLsrA,N/A,"Levansucrase from Rahnella aquatilis, hyper-secreted by Saccharomyces cerevisiae for the enzymatic production of levan.",10.1007_s10295-019-02206-1.pdf,10.1007/s10295-019-02206-1
4355,odd-chain fatty alcohols,N/A,"Produced in Escherichia coli by expressing an α-dioxygenase from Oryza sativa, along with other enzymes, to tailor carbon number during fatty aldehyde formation. Achieved titers up to 1.95 g/L.",10.1007_s11274-016-2099-z.pdf,10.1007/s11274-016-2099-z
4356,C16-C18 fatty alcohols,N/A,Produced in Rhodosporidium toruloides by expressing a fatty acyl-CoA reductase from Marinobacter aquaeolei VT8. Achieved titers up to 8 g/L in a 7L bioreactor.,10.1007_s11274-016-2099-z.pdf,10.1007/s11274-016-2099-z
4357,C12-C14 fatty alcohols,N/A,Produced in Escherichia coli by expressing specific thioesterases and fatty acyl-CoA reductases. Achieved titers up to 1.65 g/L with a yield of 0.13 g/g glucose.,10.1007_s11274-016-2099-z.pdf,10.1007/s11274-016-2099-z
4407,acetone-butanol-ethanol (ABE),N/A,Produced by Clostridium acetobutylicum CH02 from a mixture of glucose and xylose. The solvents yield was improved by mixed fermentation with Saccharomyces cerevisiae.,10.1186_s13068-016-0517-y.pdf,10.1186/s13068-016-0517-y
4489,Fermentable sugars,N/A,Reducing sugars produced from water hyacinth biomass via enzymatic hydrolysis using cellulases and beta-glucosidases.,10.1016_j.biortech.2009.08.019.pdf,10.1016/j.biortech.2009.08.019
4550,xylobiose,N/A,"Xylobiose obtained as a major product during saccharification of alkali treated rice straw with enzymes from Malbranchea cinnamomea and Thermomyces lanuginosus, known for functional food properties.",10.1016_j.biortech.2014.04.057.pdf,10.1016/j.biortech.2014.04.057
4551,xylo-oligosaccharides,N/A,"Xylo-oligosaccharides produced during hydrolysis of pretreated substrates, particularly from alkali treated rice straw with enzymes from M. cinnamomea.",10.1016_j.biortech.2014.04.057.pdf,10.1016/j.biortech.2014.04.057
4564,"2,3-butanediol (2,3-BD)",N/A,"A versatile chemical used as an anti-freeze agent, solvent, and precursor for other chemicals like methylethylketone (MEK) and 1,3-butadiene. Produced by engineered Saccharomyces cerevisiae expressing bacterial 2,3-BD biosynthetic pathway enzymes (acetolactate synthase, acetolactate decarboxylase, and butanediol dehydrogenase).",10.1016_j.jbiotec.2019.08.009.pdf,10.1016/j.jbiotec.2019.08.009
4578,poly-3-hydroxybutyrate (PHB),N/A,Fermentation of the non-detoxified hydrolyzate obtained after combined pretreatment and hydrolysis of rice straw by Comamonas sp. yielded 35.86% of PHB without any nutrient supplementation.,10.1016_j.biortech.2016.02.080.pdf,10.1016/j.biortech.2016.02.080
4594,protopanaxadiol (PPD),N/A,"Protopanaxadiol (PPD) is an active compound in Panax ginseng, used as an antineoplastic and antidepressant candidate medicine. It is produced by engineered Saccharomyces cerevisiae through a de novo synthesis pathway involving a cytochrome P450-type PPD synthase (PPDS, CYP716A47) and its reductase CPR (cytochrome P450 reductase).",10.1016_j.biortech.2016.12.061.pdf,10.1016/j.biortech.2016.12.061
4597,2nd generation ethanol,N/A,"Ethanol produced from softwood hemicellulosic hydrolysate using Saccharomyces cerevisiae yeast, achieving a yield of 74.27% of the theoretical maximum.",10.1016_j.biortech.2017.07.107.pdf,10.1016/j.biortech.2017.07.107
4601,Recombinant β-galactosidase,N/A,"Saccharomyces cerevisiae Ethanol Red® was genetically engineered to produce extracellular β-galactosidase, enabling lactose hydrolysis in cheese whey for integrated bioethanol production.",10.1016_j.biortech.2017.11.023.pdf,10.1016/j.biortech.2017.11.023
4603,xylose-derived ethanol,N/A,"Ethanol produced from the liquid fraction of sorghum bagasse after nanofiltration membrane separation to remove butanol, followed by fermentation using a transgenic Saccharomyces cerevisiae capable of utilizing xylose.",10.1016_j.biortech.2017.12.100.pdf,10.1016/j.biortech.2017.12.100
4605,Oleanolic acid,N/A,"A plant-derived pentacyclic triterpenoid compound with various biological activities, including anti-inflammation, anti-viral, anti-tumor, and hepatoprotective effects. Produced in engineered Saccharomyces cerevisiae by optimizing the pairing efficiency between cytochrome P450 monooxygenase and reductase, reconstructing the galactose regulatory network, and enhancing precursor supply.",10.1016_j.biortech.2018.02.096.pdf,10.1016/j.biortech.2018.02.096
4645,Methyl ethyl ketone (MEK),N/A,"Produced via catalytic dehydration of 2,3-BDO. The process was evaluated for financial viability and environmental benefits through techno-economic analysis (TEA) and life cycle assessment (LCA). The minimum product selling price (MPSP) was estimated to be $1.90/kg, with a 100-year global warming potential (GWP100) of 0.37 kg CO2 eq/kg and fossil energy consumption (FEC) of 3.1 MJ/kg.",10.1016_j.cej.2022.138886.pdf,10.1016/j.cej.2022.138886
4648,Synthetic Oil Yeast,N/A,"Reprogrammed S. cerevisiae strain that replaces alcoholic fermentation with lipogenesis as the main pathway for metabolizing glucose, producing FFAs at high titers.",10.1016_j.cell.2018.07.013.pdf,10.1016/j.cell.2018.07.013
4657,3-hexaprenyl-4-aminophenol,N/A,"An intermediate in the Q6 biosynthetic pathway derived from pABA, accumulating in Yah1p/Arh1p-depleted yeast strains. It results from the prenylation of pABA by Coq2p and subsequent decarboxylation.",10.1016_j.chembiol.2010.03.014.pdf,10.1016/j.chembiol.2010.03.014
4658,3-hexaprenyl-4-hydroxyphenol,N/A,"An intermediate in the Q6 biosynthetic pathway derived from 4-HB, accumulating in Yah1p/Arh1p-depleted yeast strains. It results from the prenylation of 4-HB by Coq2p and subsequent decarboxylation.",10.1016_j.chembiol.2010.03.014.pdf,10.1016/j.chembiol.2010.03.014
4659,3-hexaprenyl-4-aminobenzoic acid,N/A,"A product of the prenylation of pABA by Coq2p, which can be further converted into Q6 via an NH2-to-OH conversion step.",10.1016_j.chembiol.2010.03.014.pdf,10.1016/j.chembiol.2010.03.014
4660,3-hexaprenyl-4-hydroxybenzoic acid,N/A,"A product of the prenylation of 4-HB by Coq2p, serving as a key intermediate in the Q6 biosynthetic pathway.",10.1016_j.chembiol.2010.03.014.pdf,10.1016/j.chembiol.2010.03.014
4661,5-demethoxyubiquinone (DMQ6),N/A,"An intermediate in Q6 biosynthesis, the substrate of the mono-oxygenase Coq7p, which hydroxylates it to form Q6.",10.1016_j.chembiol.2010.03.014.pdf,10.1016/j.chembiol.2010.03.014
4664,Reduced glutathione (GSH),N/A,"GSH is a non-protein thiol compound with antioxidant properties, used in medicine, food additives, and cosmetics. Produced via fermentation using Saccharomyces cerevisiae T65 with RQ feedback control to optimize yield and content.",10.1016_j.enzmictec.2010.03.003.pdf,10.1016/j.enzmictec.2010.03.003
4669,Carob sugar extract,N/A,"Sugars extracted from carob waste using whey as a solvent, containing sucrose, glucose, and fructose.",10.1016_j.enzmictec.2016.06.012.pdf,10.1016/j.enzmictec.2016.06.012
4670,Whey-lactose medium,N/A,"Medium derived from cheese whey, containing lactose as the primary sugar, used for fermentation by Kluyveromyces lactis.",10.1016_j.enzmictec.2016.06.012.pdf,10.1016/j.enzmictec.2016.06.012
4676,glucuronic acid,N/A,"An intermediate in the glucaric acid biosynthesis pathway, produced from myo-inositol by myo-inositol oxygenase (Miox).",10.1016_j.enzmictec.2020.109623.pdf,10.1016/j.enzmictec.2020.109623
4698,N-heterocyclic volatiles,N/A,"Pyrazines, pyrroles, and pyridines contributing to nutty and roasted aromas in roasted coffee, elevated by S. cerevisiae fermentation.",10.1016_j.foodres.2020.109588.pdf,10.1016/j.foodres.2020.109588
4708,Beer,N/A,"Beer produced using mixed fermentations of Saccharomyces cerevisiae and Torulaspora delbrueckii, resulting in enhanced aroma profiles including higher levels of higher alcohols (except β-phenyl ethanol), ethyl acetate, and isoamyl acetate.",10.1016_j.ijfoodmicro.2017.07.017.pdf,10.1016/j.ijfoodmicro.2017.07.017
4713,Maltose,N/A,Maltose is another fermentable sugar produced by Bacillus during starch hydrolysis. It is utilized by some yeasts for growth.,10.1016_s0168-1605(96)01195-6.pdf,10.1016/S0168-1605(96)01195-6
4721,Nerolidol (NOH),N/A,Nerolidol is a FOH isomer that accumulates intracellularly under acidic conditions. It is produced as a byproduct during the cultivation of Saccharomyces cerevisiae ATCC 64031.,10.1016_j.jbiosc.2009.02.012.pdf,10.1016/j.jbiosc.2009.02.012
4733,2-phenylethanol (2-PEA),N/A,"An aromatic alcohol with a rose-like fragrance, used in the production of perfume and other cosmetics.",10.1016_j.jbiosc.2016.06.013.pdf,10.1016/j.jbiosc.2016.06.013
4741,g-aminobutyric acid (GABA),N/A,"GABA is a major inhibitory neurotransmitter with physiological functions including antihypertensive, diuretic, and relaxation properties. Produced by Saccharomyces cerevisiae SC125 and Lactobacillus plantarum BC114 coculture in mulberry beverage fermentation.",10.1016_j.jbiosc.2019.10.001.pdf,10.1016/j.jbiosc.2019.10.001
4745,"Fruity esters (e.g., ethyl caproate, ethyl propionate, butyl acetate, ethyl butyrate, ethyl caprylate, ethyl caprate)",N/A,"Produced during coculture fermentation, contributing to the fruity and floral aroma of the mulberry beverage.",10.1016_j.jbiosc.2019.10.001.pdf,10.1016/j.jbiosc.2019.10.001
4746,Phenethyl alcohol,N/A,"An alcohol produced during fermentation, contributing to the rose and honey flavor of the beverage.",10.1021_acsomega.0c01352.pdf,10.1021/acsomega.0c01352
4772,isobutyl acetate (IBA),N/A,"A medium branched-chain ester used as a biofuel and industrial chemical with applications in coatings, adhesives, printing inks, fragrances, and cosmetics.",10.1016_j.jbiotec.2016.10.013.pdf,10.1016/j.jbiotec.2016.10.013
4773,3-methyl-1-butyl acetate (3MBA),N/A,"A medium branched-chain ester with banana flavor, used as flavoring additives in foods and drinks, and as a green solvent in surface coatings and pharmaceuticals.",10.1016_j.jbiotec.2016.10.013.pdf,10.1016/j.jbiotec.2016.10.013
4785,C6–C10 fatty acid ethyl esters (FAEEs),N/A,"Important aromatic substances in alcoholic beverages, including ethyl hexanoate (EH), ethyl octanoate (EO), and ethyl decanoate (ED). Enhanced production was achieved through metabolic engineering of Saccharomyces cerevisiae CA strain by overexpressing genes involved in acetyl-CoA and malonyl-CoA biosynthesis pathways, fatty acid synthase genes (FAS1, FAS2), and introducing strawberry alcohol acyltransferase (SAAT).",10.1016_j.lwt.2021.111496.pdf,10.1016/j.lwt.2021.111496
4786,ethyl hexanoate (EH),N/A,"Aroma compound with anise seed aroma, produced by engineered Saccharomyces cerevisiae CA strain. Production increased 25.89-fold to 7.53 mg/L through metabolic engineering.",10.1016_j.lwt.2021.111496.pdf,10.1016/j.lwt.2021.111496
4787,ethyl octanoate (EO),N/A,"Aroma compound with sour apple aroma, produced by engineered Saccharomyces cerevisiae CA strain. Production increased 7.27-fold to 13.65 mg/L through metabolic engineering.",10.1016_j.lwt.2021.111496.pdf,10.1016/j.lwt.2021.111496
4788,ethyl decanoate (ED),N/A,"Aroma compound with floral odor, produced by engineered Saccharomyces cerevisiae CA strain. Production increased 9.05-fold to 13.87 mg/L through metabolic engineering.",10.1016_j.lwt.2021.111496.pdf,10.1016/j.lwt.2021.111496
4794,octanedioic acid,N/A,"α,ω-dicarboxylic acid considered as a potential product from further oxidation of 8-hydroxyoctanoic acid, though not significantly produced under the tested conditions.",10.1016_j.mec.2019.e00111.pdf,10.1016/j.mec.2019.e00111
4795,"cis,cis-muconic acid (ccMA)",N/A,"A biological precursor for adipic acid, produced via engineered shikimate pathway branches in Saccharomyces cerevisiae and Escherichia coli. Engineered pathways include DHS-pathway, ANTH-pathway, DHBA-pathway, SA-pathway, and pHBA-pathway.",10.1016_j.meteno.2014.09.001.pdf,10.1016/j.meteno.2014.09.001
4802,Triacylglycerols (TAGs),N/A,"Engineered Saccharomyces cerevisiae for overproduction of TAGs, reaching up to 254 mg∙gCDW−1 (27.4% of the maximum theoretical yield) through metabolic engineering strategies including overexpression of ACC1**, PAH1, and DGA1, and deletion of TAG lipase genes (TGL3, TGL4, TGL5) and sterol acyltransferase gene (ARE1).",10.1016_j.meteno.2018.01.002.pdf,10.1016/j.meteno.2018.01.002
4823,Xylose-fermenting Saccharomyces cerevisiae strains,N/A,"Engineered industrial Saccharomyces cerevisiae strains (e.g., HX57D, Z4X-21-18, H18s28) with enhanced xylose fermentation capacity and inhibitor tolerance for lignocellulosic ethanol production.",10.1016_j.procbio.2020.05.022.pdf,10.1016/j.procbio.2020.05.022
4824,"3, 28-dihydroxy-lanosta-8, 24-dien-26-oic-acid (DHLDOA)",N/A,A novel bioactive ganoderic acid produced by engineered Saccharomyces cerevisiae through heterologous expression of CYP5150L8 and CYP5139G1 enzymes. It is synthesized from lanosterol via successive oxidation and hydroxylation steps.,10.1016_j.procbio.2021.04.011.pdf,10.1016/j.procbio.2021.04.011
4825,"3-hydroxy-lanosta-8, 24-dien-26-oic-acid (HLDOA)",N/A,"Intermediate in DHLDOA biosynthesis, produced by oxidation of lanosterol catalyzed by CYP5150L8.",10.1016_j.procbio.2021.04.011.pdf,10.1016/j.procbio.2021.04.011
4833,ginsenoside Compound K (CK),N/A,"A bioactive ginsenoside with diverse bioactivities including hepatoprotection, anti-diabetes, and anti-cancer activities. It is a major functional component absorbed into systemic circulation after oral administration of ginseng.",10.1016_j.synbio.2021.03.002.pdf,10.1016/j.synbio.2021.03.002
4839,trans-cinnamic acid (CA),N/A,"CA is an intermediate in the production of pHCA, formed from L-phenylalanine via PAL activity. It can be further hydroxylated to produce pHCA.",10.1016_j.ymben.2006.11.001.pdf,10.1016/j.ymben.2006.11.001
4852,friedelin,N/A,"Triterpenoid backbone of celastrol, produced by the friedelin synthase KdFRS in engineered Saccharomyces cerevisiae.",10.1186_s12934-020-1284-9.pdf,10.1186/s12934-020-1284-9
4853,29-hydroxy-friedelin,N/A,"Intermediate in the biosynthesis of polpunonic acid, produced by the oxidation of friedelin by CYP712K2 and CYP712K3.",10.1186_s12934-020-1284-9.pdf,10.1186/s12934-020-1284-9
4854,29-oxo-friedelin,N/A,"Intermediate in the biosynthesis of polpunonic acid, produced by further oxidation of 29-hydroxy-friedelin.",10.1186_s12934-020-1284-9.pdf,10.1186/s12934-020-1284-9
4948,Ethyl thioacetate,N/A,"Synthesized via thiolysis using Eat1 in vitro, with ethyl acetate and ethanethiol as substrates. Represents a novel thioester aroma compound.",10.3389_fmicb.2020.579844.pdf,10.3389/fmicb.2020.579844
4955,Melatonin Isomer 1 (MI1),N/A,Structural isomer of melatonin with antioxidant activity; produced in YNBT400 and whole-cell biotransformation trials.,10.3390_ijms22010472.pdf,10.3390/ijms22010472
4956,Melatonin Isomer 2 (MI2),N/A,Structural isomer of melatonin with antioxidant activity; detected alongside MI1 in optimized media.,10.3390_ijms22010472.pdf,10.3390/ijms22010472
4961,EglaRR01,N/A,"Recombinant endoglucanase enzyme produced by engineered E. coli. Hydrolyzes cellulose in agricultural waste (e.g., red rice residues) into simple sugars for bioethanol production. Optimal activity at pH 6.0 and 60°C, stable across pH 4.0–8.0 and temperatures up to 60°C. Shows high specificity for β-(1→4) linkages in substrates like carboxymethylcellulose and β-d-glucan.",10.3390_molecules21070831.pdf,10.3390/molecules21070831
5009,(−)-α-Bisabolol,N/A,"Produced in engineered Yarrowia lipolytica via overexpression of tHMG1, ERG20, POT1, and promoter engineering.",metabolic-engineering-of-yarrowia-lipolytica-for-terpenoid-production-tools-and-strategies.pdf,10.1021/acssynbio.2c00569
5052,beta-Amyrin,N/A,"A commercially valuable triterpenoid precursor produced in engineered Saccharomyces cerevisiae through metabolic engineering and transcriptional regulation, achieving a titer of 138.80 mg/L with a yield of 16.30 mg/g dry cell weight.",10.1002_aic.14950.pdf,10.1002/aic.14950
5055,Gamma-aminobutyric acid,N/A,Produced by engineered Saccharomyces cerevisiae expressing glutamate decarboxylases from Streptomyces sp. MJ654-NF4 (SsGAD) and Streptomyces chromofuscus ATCC 49982 (ScGAD) through whole-cell bioconversion of L-glutamate. Achieved accumulated production of 62.6 g/L after 10 batch cycles with 60.8% overall molar conversion rate.,10.1002_bab.1840.pdf,10.1002/bab.1840
5058,D-glucaric acid,N/A,"A value-added chemical produced from engineered Saccharomyces cerevisiae via a de novo pathway involving heterologous expression of INO1, INM1, MIOX, and udh genes. Maximum titers reached 1.6 g/L from glucose supplemented with myo-inositol.",10.1002_biot.201500563.pdf,10.1002/biot.201500563
5060,Glycerol,N/A,"Main byproduct acting as redox sink for NAD+ regeneration during 2,3-butanediol fermentation, reaching 85.1 g/L in fed-batch cultivation",10.3390_microorganisms7120666.pdf,10.3390/microorganisms7120666
5061,Acetoin,N/A,"Minor byproduct accumulating to less than 2.5 g/L during 2,3-butanediol fermentation, particularly when galactose was solely consumed after glucose depletion",10.1128_AEM.00750-06.pdf,10.1128/AEM.00750-06
5062,D-Lactic acid,N/A,"Engineered Saccharomyces cerevisiae strain JHY5730 produces D-lactic acid under acidic fermentation conditions (pH 3.5) with high titer (82.6 g/L), yield (0.83 g/g glucose), and productivity (1.50 g/(L·h)) in fed-batch fermentation.",10.1093_femsyr_foab024.pdf,10.1093/femsyr/foab024
5076,Triacylglycerol,N/A,"Microbial oil feedstock for biodiesel production, accumulated in engineered Saccharomyces cerevisiae using glycerol as substrate via overexpression of GUT1, DGA1, and LRO1 genes",10.1002_bit.24623.pdf,10.1002/bit.24623
5090,L-phenylacetyl carbinol,N/A,Microbial precursor for L-ephedrine synthesis produced by immobilized Saccharomyces cerevisiae via biotransformation of benzaldehyde using pyruvate decarboxylase,10.1002_bit.260360107.pdf,10.1002/bit.260360107
5121,Ethyl Acetate,N/A,"Most important ester in young wines, produced by Saccharomyces cerevisiae during fermentation, influencing wine aroma.",10.1111_jam.13377.pdf,10.1111/jam.13377
5128,Acetic Acid,N/A,"Volatile acid produced by Saccharomyces cerevisiae during fermentation, influencing wine acidity and aroma.",10.1099_mic.0.030213-0.pdf,10.1099/mic.0.030213-0
5148,Fructose,N/A,"Enriched syrup obtained as a residual sugar after selective fermentation of glucose from sucrose, using hexokinase-deficient S. cerevisiae mutants unable to metabolize fructose.",10.1021_bp010164z.pdf,10.1021/bp010164z
5162,Geraniol,N/A,"A monoterpene alcohol produced in engineered Saccharomyces cerevisiae through metabolic engineering of the mevalonate pathway, GPP synthesis regulation, and fusion protein strategies, achieving a titer of 293 mg/L in fed-batch cultivation.",10.1186_s12934-017-0641-9.pdf,10.1186/s12934-017-0641-9
5188,Biodiesel,N/A,"Biodiesel produced from palm oil isolated from instant noodle waste via enzymatic transesterification using immobilized lipase Novozym 435, with a maximum conversion yield of 95.4% under optimized conditions.",10.1016_j.biortech.2014.02.068.pdf,10.1016/j.biortech.2014.02.068
5280,S-Adenosyl-L-methionine (SAM),N/A,"SAM is synthesized by engineered Saccharomyces cerevisiae through overexpression of the methionine adenosyltransferase gene SAM2. The recombinant strain R1-ZJU001 achieved 8.81 g/L SAM in a 15-liter fermentor, a 27.1% increase over the parent strain.",10.1007_s12010-015-1943-1.pdf,10.1007/s12010-015-1943-1
5285,Bioethanol,N/A,"Bioethanol was produced from cotton gin waste through maleic acid pretreatment, enzymatic hydrolysis, and fermentation using sequential use of Saccharomyces cerevisiae and Pichia stipitis yeast strains. The process achieved an ethanol concentration of 18.74 g/l with a productivity of 2.25 g/l/h and a yield of 0.48 g/g.",10.1186_1754-6834-6-120.pdf,http://www.biotechnologyforbiofuels.com/content/6/1/120
5304,p-Coumaric acid,N/A,"Produced by engineered Saccharomyces cerevisiae through optimization of the l-tyrosine metabolic pathway, including overexpression of tyrosine ammonia-lyase (TAL) from Rhodobacter capsulatus.",10.1186_s12934-019-1244-4.pdf,https://doi.org/10.1186/s12934-019-1244-4
5307,Cellulase,N/A,"Cellulase enzyme was produced via solid-state fermentation using Trichoderma harzianum PBLA and water hyacinth as substrate, achieving a maximum activity of 2 U/g of dry matter.",10.1186_s12896-015-0130-3.pdf,10.1186/s12896-015-0130-3
5324,Linalool,N/A,"Linalool is a monoterpene alcohol with a pleasant floral scent, widely used in the food, pharmaceutical, and cosmetics industries. It was produced in Saccharomyces cerevisiae by engineering the mevalonate pathway and optimizing linalool synthase activity.",10.1021_acs.jafc.0c06384.pdf,10.1021/acs.jafc.0c06384
5359,Dry Distillers Grain (DDG),N/A,"A co-product of ethanol production, used as animal feed. The yield is approximately 6.4 lb per gallon of ethanol.",10.1016_j.biortech.2011.04.094.pdf,10.1016/j.biortech.2011.04.094
5364,Furfural,N/A,"Furfural removed during detoxification process, with up to 74% removal efficiency.",10.1016_j.jbiotec.2006.03.013.pdf,10.1016/j.jbiotec.2006.03.013
5409,Fatty Acid Methyl Esters (Biodiesel),N/A,Biodiesel produced from spent coffee grounds oil via ultrasound-assisted esterification with a yield of 97%. The oil was extracted using ultrasound-assisted solvent extraction with hexane.,10.1016_j.biortech.2014.06.032.pdf,10.1016/j.biortech.2014.06.032
5421,Thiazolidine carboxylic acid,N/A,"A Schiff base formed by the condensation of aldehyde and cysteine during the detoxification process, identified as a major detoxification product.",10.1016_j.biortech.2015.03.030.pdf,10.1016/j.biortech.2015.03.030
5536,Xylulose,N/A,"Intermediate ketose produced from xylose isomerisation, which can be metabolised by Saccharomyces cerevisiae through the pentose phosphate pathway.",10.1016_j.nbt.2013.12.003.pdf,10.1016/j.nbt.2013.12.003
5548,β-amyrin,"ERG7, CIT2, MLS1, ADH1, ADH4, ADH5, ADH6",A pentacyclic triterpenoid compound produced in Saccharomyces cerevisiae by down-regulating competitive pathways using CRISPRi and optimizing fermentation conditions.,10.1111_j.1742-4658.2008.06343.x.pdf,10.1111/j.1742-4658.2008.06343.x
5556,farnesol,N/A,"An FPP-derived byproduct accumulated during sesquiterpene production in engineered yeast strains, resulting from dephosphorylation of FPP.",10.1186_1475-2859-11-117.pdf,http://www.microbialcellfactories.com/content/11/1/117
5569,Dammarenediol-II,N/A,"Triterpenoid precursor to protopanaxadiol, co-produced during the engineered biosynthesis pathway in yeast, reaching 1548 mg/L in two-phase extractive fermentation.",10.1016_j.ymben.2013.10.004.pdf,10.1016/j.ymben.2013.10.004
5570,1-Butanol,N/A,"Engineered Saccharomyces cerevisiae strain produces 1-butanol through an endogenous threonine-dependent pathway. Metabolic engineering strategies included ADH1 deletion, pathway enzyme overexpression, and elimination of competing pathways, achieving a titer of 242.8 mg/L from glucose.",10.1080_09168451.2014.972330.pdf,10.1080/09168451.2014.972330
5597,Theobromine,N/A,Dimethylxanthine intermediate produced through heterologous N-methyltransferase activity in engineered yeast strains.,10.1016_j.ymben.2016.08.003.pdf,10.1016/j.ymben.2016.08.003
5598,Paraxanthine,N/A,Dimethylxanthine produced as alternative product through promiscuous enzyme activity in engineered pathways.,10.1016_j.ymben.2016.08.003.pdf,10.1016/j.ymben.2016.08.003
5614,Casbene,N/A,Lathyrane diterpenoid backbone produced by engineered Saccharomyces cerevisiae from sugar via casbene synthase (CBS) with protein tagging strategies achieving ~160 mg/L titer,10.1016_j.ymben.2017.12.007.pdf,https://doi.org/10.1016/j.ymben.2017.12.007
5623,Anthranilic acid-betaxanthin,N/A,Orange betalain pigment produced by feeding anthranilic acid to betalamic acid-producing yeast strains.,10.1016_j.ymben.2017.12.008.pdf,https://doi.org/10.1016/j.ymben.2017.12.008
5624,6-Aminoindole-betaxanthin,N/A,Violet betaxanthin pigment produced by feeding 6-aminoindole to betalamic acid-producing yeast strains.,10.1016_j.ymben.2017.12.008.pdf,https://doi.org/10.1016/j.ymben.2017.12.008
5625,o-Dianisidine-betaxanthin,N/A,Red-violet single condensate and blue-violet double condensate pigments produced by feeding o-dianisidine to betalamic acid-producing yeast strains.,10.1016_j.ymben.2017.12.008.pdf,https://doi.org/10.1016/j.ymben.2017.12.008
5626,Mandelic acid,N/A,"Valuable specialty chemical used as precursor for flavors, cosmetics, and pharmaceuticals including semisynthetic penicillins, cephalosporins, anti-obesity agents, and anti-HIV/anti-leukemic drugs. Produced via engineered hydroxymandelate synthase converting phenylpyruvate to mandelic acid.",10.1016_j.ymben.2018.01.001.pdf,10.1016/j.ymben.2018.01.001
5641,p-Hydroxyphenylethanol,N/A,"A by-product of the tyrosine branch of the Ehrlich pathway, reduced through TYR1 promoter engineering to minimize competition with 2-phenylethanol production.",10.1016_j.ymben.2019.09.011.pdf,https://doi.org/10.1016/j.ymben.2019.09.011
5643,Epi-hydrocortisone,N/A,11α-hydroxylation by-product produced alongside hydrocortisone in engineered yeast system. Present in 1:4 molar ratio with hydrocortisone in the engineered system compared to 1:1 ratio in native A. orchidis.,10.1016_j.ymben.2019.10.006.pdf,https://doi.org/10.1016/j.ymben.2019.10.006
5647,Baeocystin,N/A,Mono-N-methylated pathway intermediate detected in psilocybin-producing strains.,10.1016_j.ymben.2019.12.007.pdf,10.1016/j.ymben.2019.12.007
5648,Norbaeocystin,N/A,Non-N-methylated pathway intermediate detected in psilocybin-producing strains.,10.1016_j.ymben.2019.12.007.pdf,10.1016/j.ymben.2019.12.007
5651,Norpsilocin,N/A,Dephosphorylated degradation product of baeocystin detected in engineered strains.,10.1016_j.ymben.2019.12.007.pdf,10.1016/j.ymben.2019.12.007
5652,Tryptamine,N/A,Pathway intermediate accumulating at 120.3 ± 11.1 mg/L in initial strains before pathway optimization.,10.1016_j.ymben.2019.12.007.pdf,10.1016/j.ymben.2019.12.007
5658,α-Amyrin,N/A,"High-value plant-derived triterpene with strong antiproliferative activity, produced in engineered Saccharomyces cerevisiae via protein engineering of α-amyrin synthase (MdOSC1) and metabolic engineering of the MVA pathway",10.1021_acssynbio.8b00176.pdf,10.1021/acssynbio.8b00176
5663,Citronellol,N/A,Acyclic monoterpene alcohol produced through engineered metabolic pathway in Saccharomyces cerevisiae using a 'push-pull-restrain' strategy. Highest titer achieved was 8.30 g/L in fed-batch fermentation.,10.1021_acssynbio.5b00289.pdf,10.1021/acssynbio.5b00289
